_RA,_DE,HR,SpT,52,33-52,35-52,37-52,40-52,45-52,52-58,52-63,52-72,52-80,52-86,52-99,52-110
1.33392,-5.70762,3,K1 III,4.879,1.674,1.468,1.578,1.363,0.451,0.523,0.831,1.074,1.304,1.452,1.604,1.762
2.09692,29.09043,15,B9 p (III),2.061,-0.779,-0.734,-0.478,-0.167,-0.051,-0.014,-0.034,-0.051,-0.064,-0.104,-0.151,-0.161
2.29452,59.14978,21,F2 IV,2.367,0.366,0.277,0.266,0.376,0.169,0.190,0.322,0.434,0.534,0.549,0.592,0.663
2.35267,-45.74743,25,K0 III,4.129,1.743,1.437,1.596,1.324,0.491,0.508,0.759,0.987,1.221,1.357,1.497,1.730
2.58019,46.07227,27,F2 II,5.120,0.766,0.607,0.334,0.429,0.219,0.242,0.387,0.549,0.676,0.734,0.818,0.943
2.81607,-15.46798,33,F6 V,5.018,0.207,0.114,0.305,0.541,0.257,0.259,0.428,0.611,0.763,0.789,0.827,0.930
3.30896,15.18359,39,B2 IV,2.794,-1.428,-1.322,-0.891,-0.312,-0.077,-0.069,-0.110,-0.179,-0.241,-0.316,-0.446,-0.486
3.65069,20.20670,45,M2 III,5.198,3.527,2.998,2.944,2.317,0.691,0.752,1.269,1.953,2.452,2.653,3.001,3.287
3.66007,-18.93287,48,M2 III,4.894,3.757,3.222,3.146,2.504,0.771,0.786,1.311,1.984,2.475,2.689,3.023,3.253
4.27291,38.68164,63,A2 V,4.638,0.105,0.083,0.079,0.056,0.020,0.077,0.056,0.066,0.118,0.099,0.126,0.142
4.58191,36.78523,68,A2 V,4.532,0.119,0.105,0.123,0.087,0.038,0.045,0.053,0.069,0.095,0.092,0.113,0.176
4.85698,-8.82392,74,K2 III,3.855,2.306,2.068,2.073,1.702,0.541,0.577,0.910,1.193,1.446,1.591,1.773,1.960
5.01775,-64.87479,77,G2 V,4.369,0.380,0.239,0.463,0.665,0.316,0.312,0.490,0.720,0.885,0.932,1.040,0.898
6.43779,-77.25425,98,G2 IV,2.939,0.560,0.411,0.572,0.737,0.342,0.312,0.495,0.725,0.858,0.904,0.973,1.187
6.57105,-42.30599,99,K0 III,2.686,1.842,1.515,1.680,1.407,0.525,0.567,0.852,1.155,1.410,1.529,1.739,1.962
6.55084,-43.67983,100,A7 Vn,3.983,0.302,0.175,0.253,0.177,0.122,0.112,0.130,0.201,0.250,0.230,0.266,0.339
6.98208,-33.00717,105,M4 IIIa,5.192,3.817,3.165,3.043,2.355,0.880,0.712,1.276,2.125,2.762,2.991,3.360,3.765
7.94316,54.52228,123,B8 V,4.715,-0.559,-0.514,-0.373,-0.121,-0.029,-0.014,-0.044,-0.003,-0.023,-0.082,-0.142,-0.126
7.85409,-48.80351,125,A0 V,4.760,0.049,0.023,0.053,0.031,0.020,0.012,0.006,,,,,
7.88612,-62.95822,126,B8 V,4.367,-0.331,-0.304,-0.158,-0.054,0.004,-0.010,-0.024,,,,,
7.88949,-62.96556,127,A2 V,4.611,0.075,0.024,0.156,0.159,0.056,0.109,0.172,,,,,
8.24996,62.93178,130,B1 Ia,4.220,-1.043,-0.986,-0.582,0.068,0.142,0.092,0.164,0.219,0.271,0.261,0.218,0.286
9.24285,53.89691,153,B2 V,3.685,-1.373,-1.246,-0.840,-0.269,-0.064,-0.052,-0.099,-0.149,-0.189,-0.252,-0.393,-0.432
9.22021,33.71934,154,B5 V,4.368,-0.946,-0.864,-0.592,-0.180,-0.036,-0.014,-0.046,-0.058,-0.085,-0.139,-0.216,-0.190
9.63894,29.31175,163,G8 IIIp,4.560,1.176,0.932,1.043,1.077,0.432,0.415,0.679,0.938,1.170,1.257,1.411,1.576
9.83198,30.86102,165,K3 III,3.645,2.577,2.313,2.352,1.845,0.537,0.669,1.002,1.323,1.609,1.737,1.949,2.176
10.12684,56.53733,168,K0 II-III,2.521,2.142,1.925,1.939,1.645,0.556,0.545,0.840,1.115,1.359,1.475,1.654,1.863
10.51623,50.51253,179,B2 V,4.825,-0.985,-0.910,-0.621,-0.174,-0.027,-0.016,-0.018,-0.054,-0.077,-0.104,-0.166,-0.153
10.33147,-46.08500,180,G8 III,4.822,1.524,1.274,1.436,1.248,0.504,0.479,0.719,1.007,1.201,1.283,1.424,1.657
10.89738,-17.98661,188,K1 III,2.354,1.772,1.556,1.615,1.388,0.477,0.516,0.799,1.042,1.269,1.395,1.534,1.687
10.83849,-57.46306,191,A0 V,4.376,0.010,0.011,-0.057,-0.015,0.018,0.008,0.002,,,,,
11.18133,48.28436,193,B2 V,4.586,-0.778,-0.722,-0.531,-0.102,0.009,0.036,0.042,0.030,0.035,0.017,-0.050,0.033
11.04750,-10.60955,194,K0 III,5.038,1.656,1.446,1.539,1.335,0.461,0.497,0.794,1.044,1.280,1.386,1.526,1.688
11.83469,24.26718,215,K1 II,4.437,1.800,1.572,1.669,1.473,0.507,0.583,0.912,1.212,1.464,1.571,1.760,1.953
12.27621,57.81519,219,G0 V,3.587,0.307,0.200,0.428,0.655,0.275,0.297,0.520,0.689,0.847,0.896,0.991,1.137
12.17060,7.58508,224,K5 III,4.868,3.249,2.816,2.846,2.230,0.624,0.782,1.228,1.652,2.020,2.190,2.466,2.744
12.45353,41.07891,226,B5 V,4.535,-0.947,-0.874,-0.580,-0.181,-0.034,-0.045,-0.063,-0.126,-0.150,-0.166,-0.263,-0.242
12.14757,-74.92344,236,M1 III,5.480,2.919,2.524,2.615,1.940,0.576,0.753,1.090,1.467,1.735,1.862,2.101,2.411
13.26748,61.12397,244,F8 V,4.931,0.387,0.305,0.464,0.646,0.281,0.273,0.465,0.619,0.774,0.796,0.860,0.981
13.25206,-1.14426,248,M0 III,5.181,3.430,2.935,2.933,2.327,0.674,0.805,1.263,1.756,2.132,2.300,2.593,2.834
13.75065,58.97270,253,K2 III,5.126,2.309,2.008,2.083,1.696,0.540,0.604,0.944,1.250,1.520,1.637,1.853,2.083
14.17722,60.71674,264,B0 IV:e,2.270,-1.575,-1.511,-0.905,-0.165,0.022,0.008,0.086,0.129,0.191,0.089,-0.031,0.010
14.16627,59.18106,265,G8 III-IV,4.852,1.417,1.191,1.298,1.217,0.444,0.463,0.756,1.006,1.240,1.335,1.503,1.674
14.18838,38.49934,269,A4 III,3.911,0.261,0.219,0.175,0.151,0.055,0.066,0.130,0.122,0.188,0.171,0.193,0.230
14.30167,23.41765,271,G8 III-IV,4.618,1.425,1.227,1.322,1.216,0.436,0.435,0.726,0.946,1.149,1.239,1.373,1.549
14.65150,-29.35745,280,B8 IIIp,4.302,-0.884,-0.832,-0.624,-0.195,-0.031,-0.036,-0.053,,,,,
17.18700,86.25709,285,K2 III,4.537,2.370,2.145,2.184,1.757,0.551,0.589,0.913,1.197,1.465,1.577,1.755,1.991
15.73587,7.89013,294,K0 III,4.508,1.474,1.240,1.340,1.256,0.471,0.440,0.768,1.042,1.260,1.357,1.507,1.634
16.52100,-46.71841,322,G8 III,3.527,1.335,1.088,1.218,1.132,0.462,0.453,0.656,0.877,1.082,1.181,1.333,1.509
17.14746,-10.18227,334,K3 III,3.758,2.154,1.930,1.988,1.608,0.499,0.581,0.903,1.179,1.419,1.539,1.721,1.926
17.37552,47.24179,335,B7 V,4.251,-0.556,-0.497,-0.438,-0.105,-0.006,0.013,0.016,-0.008,0.009,0.004,-0.017,0.065
17.43302,35.62056,337,M0 III,2.510,3.545,3.006,3.008,2.365,0.685,0.807,1.287,1.873,2.309,2.493,2.801,3.062
17.09617,-55.24576,338,B7 V,4.097,-0.759,-0.696,-0.431,-0.133,-0.024,0.006,-0.036,,,,,
17.77568,55.14990,343,A7 V,4.391,0.302,0.258,0.235,0.220,0.081,0.096,0.144,0.179,0.217,0.230,0.264,0.268
17.86341,21.03465,351,G8 III,4.900,1.647,1.455,1.523,1.368,0.494,0.485,0.759,1.015,1.236,1.336,1.502,1.705
17.91515,30.08964,352,K0 III-IV,4.784,1.872,1.698,1.761,1.474,0.492,0.543,0.850,1.100,1.343,1.415,1.599,1.789
18.43728,24.58371,360,K0 III,4.925,1.677,1.493,1.568,1.410,0.483,0.494,0.766,1.044,1.265,1.366,1.522,1.670
18.79634,-45.53167,370,F8 V,5.095,0.408,0.320,0.523,0.653,0.282,0.304,0.483,,,,,
19.86664,27.26406,383,A3 V,4.797,0.202,0.184,0.056,0.030,0.017,0.048,0.044,0.098,0.114,0.127,0.138,0.151
20.58508,45.52878,390,K0 III-IV,5.143,1.900,1.698,1.760,1.474,0.485,0.524,0.807,1.074,1.254,1.399,1.574,1.798
21.48343,68.13001,399,K0 III,5.005,1.761,1.592,1.675,1.422,0.473,0.527,0.815,1.055,1.287,1.394,1.546,1.746
21.00586,-8.18326,402,K0 III,3.921,1.789,1.596,1.666,1.414,0.481,0.527,0.839,1.058,1.308,1.426,1.592,1.779
21.45396,60.23528,403,A5 V,2.690,0.289,0.252,0.193,0.148,0.059,0.084,0.105,0.172,0.223,0.225,0.244,0.299
21.91409,45.40669,417,F4 IV,4.937,0.181,0.116,0.282,0.493,0.214,0.223,0.377,0.522,0.637,0.650,0.715,0.819
37.95456,89.26411,424,F8 Ib,2.120,0.941,0.748,0.617,0.710,0.283,0.318,0.487,0.632,0.808,0.867,0.920,1.025
22.09136,-43.31824,429,K5 II,3.885,3.459,2.920,2.977,2.294,0.721,0.841,1.255,1.708,2.106,2.322,2.655,2.935
22.54631,6.14382,434,K4 III,5.232,2.858,2.412,2.485,1.964,0.581,0.721,1.123,1.508,1.839,1.978,2.238,2.490
22.87088,15.34582,437,G8 III,3.849,1.507,1.323,1.370,1.264,0.456,0.442,0.730,0.956,1.164,1.266,1.406,1.565
22.81294,-49.07270,440,K0 III-IV,4.181,1.542,1.253,1.407,1.249,0.480,0.477,0.741,1.015,1.232,1.323,1.488,1.756
23.48282,59.23204,442,G8 III,4.915,1.557,1.338,1.426,1.296,0.465,0.466,0.755,1.005,1.250,1.341,1.489,1.660
24.19934,41.40546,458,F8 V,4.226,0.300,0.211,0.374,0.596,0.252,0.279,0.444,0.624,0.764,0.795,0.848,0.949
24.49815,48.62821,464,K3 III,3.927,2.491,2.250,2.285,1.820,0.534,0.651,1.000,1.324,1.598,1.707,1.895,2.112
24.42852,-57.23675,472,B3 Vp,0.471,-0.979,-0.953,-0.686,-0.223,-0.012,-0.020,-0.091,-0.122,-0.173,-0.175,-0.252,-0.228
25.14507,40.57705,477,B8 IV,4.970,-0.661,-0.612,-0.505,-0.151,-0.021,0.002,-0.009,-0.035,-0.029,-0.056,-0.103,-0.129
25.44643,42.61337,483,G2 V,5.107,0.419,0.321,0.537,0.712,0.292,0.321,0.519,0.705,0.841,0.906,0.985,1.137
25.35789,5.48761,489,K3 III,4.818,2.819,2.439,2.503,1.961,0.572,0.699,1.101,1.441,1.755,1.912,2.139,2.375
25.62401,20.26850,493,K1 V,5.462,0.954,0.868,1.122,1.016,0.337,0.457,0.719,0.934,1.145,1.239,1.343,1.482
25.91516,50.68873,496,B2 pe,4.095,-1.357,-1.303,-0.776,-0.111,0.041,0.009,0.178,0.171,0.264,0.191,0.096,0.206
26.01701,-15.93748,509,G8 Vp,3.727,0.656,0.518,0.780,0.852,0.332,0.388,0.636,0.830,1.026,1.103,1.195,1.374
26.34847,9.15774,510,G8 III,4.493,1.500,1.322,1.378,1.252,0.437,0.453,0.729,0.975,1.184,1.293,1.420,1.525
27.39626,-10.68641,531,F2 IV,4.719,0.228,0.159,0.263,0.378,0.169,0.187,0.283,0.377,0.495,0.505,0.510,0.585
27.86514,-10.33504,539,K2 III,3.986,2.018,1.793,1.847,1.534,0.509,0.530,0.831,1.107,1.340,1.467,1.647,1.861
28.59886,63.67010,542,B3 IV:p,3.350,-0.972,-0.886,-0.648,-0.207,-0.045,-0.040,-0.054,-0.109,-0.124,-0.152,-0.269,-0.261
28.27045,29.57883,544,F6 IV,3.548,0.342,0.229,0.342,0.546,0.242,0.266,0.424,0.570,0.706,0.757,0.795,0.899
28.38238,19.29619,545,B9 V/A1p,3.895,-0.239,-0.232,-0.144,-0.048,-0.038,0.021,0.017,-0.011,-0.014,-0.039,-0.047,-0.022
28.38896,3.18754,549,K0 III,4.838,1.481,1.303,1.388,1.236,0.430,0.460,0.716,0.959,1.185,1.284,1.426,1.589
28.66005,20.80803,553,A5 V,2.710,0.211,0.145,0.193,0.159,0.042,0.080,0.104,0.136,0.171,0.164,0.205,0.234
28.41142,-46.30267,555,M4 III,4.740,3.689,2.982,2.907,2.235,0.858,0.636,1.246,2.219,2.884,3.164,3.605,3.945
28.98947,-51.60890,566,G5 IV,3.907,1.084,0.855,1.087,1.023,0.430,0.453,0.663,0.944,1.120,1.221,1.356,1.453
29.48215,23.59606,569,F2 IV,4.850,0.296,0.219,0.252,0.333,0.145,0.159,0.242,0.348,0.417,0.436,0.477,0.565
28.73388,-67.64730,570,G8 III,4.918,1.427,1.126,1.297,1.185,0.495,0.488,0.745,0.960,1.196,1.276,1.440,1.682
30.48938,70.90702,575,A4 V,4.518,0.208,0.155,0.192,0.203,0.076,0.080,0.130,0.184,0.235,0.249,0.263,0.301
30.85878,72.42129,580,A1 V,3.962,0.088,0.054,0.011,0.011,-0.002,0.032,0.027,0.034,0.044,0.029,0.047,0.083
30.00129,-21.07783,585,M1 III,4.460,3.550,3.004,3.032,2.311,0.704,0.807,1.240,1.795,2.195,2.390,2.715,3.000
30.57545,54.48754,590,B8 V,4.994,-0.440,-0.429,-0.419,-0.118,-0.007,0.002,0.000,0.023,0.027,0.035,-0.034,-0.024
29.69248,-61.56986,591,F0 V,2.943,0.484,0.322,0.322,0.354,0.178,0.177,0.218,0.331,0.402,0.423,0.483,0.591
30.97480,42.32972,603,K3 II + A,2.417,1.745,1.620,1.733,1.554,0.552,0.615,0.924,,,,,
31.12266,-29.29682,612,A0 p(Si),4.677,-0.873,-0.811,-0.565,-0.207,-0.047,-0.049,-0.080,,,,,
31.79336,23.46242,617,K2 III,2.315,2.065,1.802,1.903,1.576,0.506,0.561,0.885,1.181,1.441,1.571,1.754,1.963
32.16908,58.42360,618,A1 Ia,5.806,0.535,0.356,0.207,0.585,0.362,0.349,0.594,0.812,1.031,1.165,1.339,1.473
32.12192,37.85908,620,A4 V,4.830,0.258,0.210,0.161,0.125,0.048,0.069,0.107,0.133,0.187,0.188,0.207,0.238
32.38595,34.98730,622,A5 III,3.071,0.297,0.248,0.176,0.164,0.062,0.083,0.131,0.174,0.220,0.225,0.248,0.322
33.26377,15.27986,648,M0 III,6.160,3.423,2.965,2.938,2.310,0.659,0.806,1.279,1.808,2.240,2.429,2.730,3.022
33.24998,8.84671,649,G8 II,4.581,1.360,1.099,1.171,1.144,0.437,0.417,0.687,0.907,1.118,1.204,1.339,1.513
34.32861,33.84719,664,A0 V,4.040,0.004,0.000,0.025,0.017,0.002,0.031,0.018,0.024,0.038,0.041,0.053,0.072
34.12744,-51.51217,674,B8 V,3.565,-0.609,-0.631,-0.412,-0.160,0.001,0.003,-0.062,-0.094,-0.101,-0.134,-0.190,-0.164
34.83663,-2.97764,681,M6 e,3.397,3.152,2.103,1.733,1.615,1.118,0.358,1.267,2.929,3.773,4.167,4.673,4.987
36.31679,56.60982,696,B2 Ia,6.339,-0.675,-0.658,-0.336,0.242,0.234,0.188,0.311,0.393,0.529,0.586,0.609,0.540
36.40593,50.27863,699,K4 III,5.161,3.297,2.879,2.931,2.281,0.661,0.795,1.231,1.713,2.075,2.228,2.519,2.811
37.26645,67.40248,707,A5 p,4.513,0.109,0.065,0.146,0.151,0.041,0.110,0.143,0.189,0.280,0.254,0.260,0.331
36.48752,-12.29047,708,B9 V,4.871,-0.035,-0.030,-0.127,-0.042,0.004,-0.001,0.008,-0.024,-0.018,0.007,-0.001,0.004
37.03976,8.46006,718,B9 III,4.284,-0.204,-0.185,-0.139,-0.066,-0.015,-0.006,-0.023,-0.031,-0.040,-0.059,-0.067,-0.067
38.02179,-15.24467,740,F5 IV-V,4.830,0.242,0.173,0.297,0.502,0.249,0.237,0.400,0.526,0.656,0.707,0.727,0.880
38.46127,-28.23234,749,B9.5 V + A3 V,4.874,-0.182,-0.159,-0.152,-0.051,0.008,-0.030,-0.034,,,,,
39.02039,6.88687,753,K3 V,6.138,1.369,1.176,1.479,1.210,0.298,0.605,0.908,1.180,1.410,1.512,1.666,1.869
39.87065,0.32851,779,B2 IV,4.059,-1.448,-1.338,-0.912,-0.319,-0.082,-0.085,-0.135,-0.166,-0.238,-0.298,-0.435,-0.450
40.56215,40.19394,788,F9 V,5.034,0.429,0.326,0.497,0.661,0.261,0.283,0.459,0.615,0.759,0.796,0.865,1.005
39.94996,-42.89168,789,A2 V,4.745,0.081,0.065,0.124,0.088,0.047,0.025,0.037,,,,,
40.16681,-39.85538,794,K0 III,4.354,1.620,1.320,1.475,1.310,0.496,0.498,0.776,1.078,1.306,1.401,1.621,1.819
41.04995,49.22845,799,F7 V,4.251,0.230,0.157,0.341,0.559,0.237,0.254,0.434,0.555,0.715,0.736,0.808,0.916
40.86297,27.70715,801,B3 V,4.659,-1.067,-0.954,-0.627,-0.179,-0.035,-0.038,-0.057,-0.111,-0.118,-0.185,-0.246,-0.229
40.82516,3.23582,804,A2 V,3.506,0.112,0.083,0.131,0.109,0.029,0.060,0.093,0.114,0.156,0.161,0.184,0.188
41.03062,-13.85870,811,B7 V,4.245,-0.733,-0.675,-0.498,-0.175,-0.041,-0.012,-0.034,-0.074,-0.109,-0.151,-0.180,-0.384
41.23559,10.11414,813,F0 IV,4.353,0.280,0.219,0.273,0.344,0.141,0.187,0.291,0.368,0.446,0.477,0.510,0.589
41.27578,-18.57256,818,F6 V,4.568,0.231,0.187,0.364,0.557,0.245,0.260,0.415,0.568,0.689,0.741,0.756,0.842
41.97726,29.24711,824,K1 III,4.802,1.997,1.798,1.861,1.535,0.510,0.550,0.843,1.132,1.364,1.487,1.660,1.855
42.67421,55.89550,834,K3 Ib,4.244,3.317,2.952,2.892,2.393,0.800,0.834,1.294,1.675,2.059,2.238,2.540,2.829
42.49597,27.26051,838,B8 V,3.625,-0.615,-0.562,-0.389,-0.133,-0.037,-0.014,-0.034,-0.075,-0.123,-0.115,-0.166,-0.143
42.64608,38.31864,840,F2 III,4.320,0.398,0.306,0.300,0.412,0.194,0.187,0.316,0.397,0.513,0.546,0.587,0.654
42.27258,-32.40590,841,G6 III,4.688,1.550,1.283,1.403,1.278,0.498,0.473,0.732,0.980,1.211,1.334,1.488,1.739
42.87849,35.05974,843,K5 III,4.982,3.432,2.937,2.965,2.320,0.679,0.794,1.258,1.777,2.218,2.381,2.675,2.968
43.56442,52.76248,854,G4 III + A4 V,4.143,1.030,0.904,0.946,0.900,0.358,0.378,0.629,0.810,1.060,1.133,1.251,1.406
42.61859,-75.06695,872,K3 III,5.150,2.645,2.313,2.472,1.878,0.578,0.731,1.069,1.353,1.649,1.770,1.987,2.225
44.10687,-8.89814,874,K1 III-IV,4.161,1.888,1.664,1.765,1.465,0.486,0.526,0.842,1.102,1.346,1.452,1.628,1.818
44.15593,-3.71232,875,A1 V,5.196,0.182,0.154,0.109,0.103,0.041,0.052,0.079,0.117,0.151,0.151,0.165,0.220
44.69029,39.66273,879,A2 V,4.703,0.220,0.201,0.075,0.057,0.033,0.048,0.076,0.099,0.134,0.129,0.164,0.203
44.76532,35.18313,882,K2 III,5.253,2.344,2.052,2.136,1.720,0.533,0.602,0.956,1.223,1.525,1.640,1.858,2.061
44.92875,8.90736,896,B5 III,4.690,-0.764,-0.699,-0.487,-0.171,-0.042,-0.002,-0.027,-0.036,-0.049,-0.075,-0.136,-0.118
44.56540,-40.30471,897,A3 V,2.941,0.363,0.291,0.186,0.179,0.107,0.082,0.093,0.137,0.152,0.166,0.218,0.298
45.56989,4.08974,911,M2 III,2.951,3.585,3.073,2.965,2.436,0.751,0.766,1.285,1.969,2.462,2.671,3.020,3.307
46.19913,53.50644,915,G8 III: + A3:,3.104,1.003,0.899,0.895,0.832,0.350,0.362,0.587,0.819,1.025,1.107,1.251,1.442
45.59791,-23.62447,919,A4 V,4.130,0.263,0.188,0.209,0.202,0.097,0.103,0.131,0.192,0.241,0.205,0.306,0.244
46.29414,38.84028,921,M4 IIIa,3.740,3.812,3.082,2.858,2.267,0.926,0.574,1.289,2.407,3.117,3.396,3.882,4.205
47.98445,74.39366,932,A0 V,4.869,0.064,0.058,0.066,0.049,0.024,0.037,0.034,0.049,0.064,0.048,0.064,0.164
47.04222,40.95565,936,B8 V,2.159,-0.579,-0.542,-0.358,-0.113,-0.036,0.017,0.037,0.057,0.097,0.093,0.082,0.149
47.26675,49.61328,937,G0 V,4.185,0.457,0.357,0.536,0.704,0.286,0.300,0.503,0.670,0.836,0.870,0.945,1.070
47.37405,44.85754,941,K0 III,4.053,1.557,1.401,1.487,1.285,0.424,0.493,0.778,0.993,1.227,1.323,1.481,1.667
47.82242,39.61158,947,K0 III,4.896,1.958,1.746,1.812,1.535,0.508,0.535,0.845,1.128,1.359,1.469,1.645,1.869
47.90735,19.72668,951,K2 III,4.595,1.737,1.559,1.625,1.398,0.486,0.488,0.775,1.000,1.256,1.361,1.529,1.702
48.01886,-28.98762,963,F8 IV,3.969,0.212,0.086,0.333,0.505,0.253,0.274,0.451,0.608,0.718,0.777,0.841,1.038
48.72541,21.04445,972,A0 IV,4.894,0.005,0.001,-0.043,-0.034,-0.005,0.014,0.005,0.043,0.027,0.031,0.047,0.088
48.95844,-8.81973,984,A7 m,4.875,0.233,0.184,0.206,0.269,0.101,0.144,0.214,0.266,0.333,0.354,0.372,0.496
49.99697,65.65229,985,B2 Ve,4.841,-1.196,-1.109,-0.736,-0.210,-0.036,-0.026,-0.058,-0.063,-0.096,-0.137,-0.232,-0.222
49.68261,34.22265,991,K2 II,5.201,2.860,2.545,2.577,2.087,0.708,0.723,1.085,1.467,1.777,1.940,2.215,2.503
49.84040,3.37020,996,G5 V,5.008,0.538,0.459,0.680,0.803,0.311,0.358,0.554,0.767,0.928,0.984,1.075,1.221
50.08484,29.04846,999,K4 III,4.906,3.296,2.884,2.891,2.319,0.712,0.809,1.248,1.676,2.028,2.189,2.524,2.818
50.36066,43.32965,1002,A3 V,4.991,0.102,0.099,0.123,0.085,0.033,0.035,0.043,0.086,0.122,0.112,0.138,0.131
49.87918,-21.75786,1003,M3 III,4.030,3.667,2.998,2.902,2.254,0.826,0.635,1.245,2.163,2.781,3.059,3.479,3.825
49.98188,-43.06978,1008,G5 V,4.454,0.652,0.478,0.744,0.833,0.353,0.394,0.592,0.775,0.972,1.038,1.155,1.311
51.08071,49.86118,1017,F5 Ib,1.937,0.989,0.803,0.492,0.555,0.239,0.274,0.429,0.589,0.724,0.788,0.889,1.000
51.20332,9.02887,1030,G8 III,3.832,1.347,1.113,1.178,1.133,0.440,0.438,0.707,0.892,1.130,1.195,1.353,1.528
52.01279,49.06287,1034,B3 V,5.043,-0.853,-0.785,-0.506,-0.133,0.002,-0.019,-0.042,-0.051,-0.052,-0.100,-0.148,-0.112
52.26722,59.94033,1035,B9 Ia,4.408,0.040,-0.036,-0.037,0.386,0.282,0.246,0.437,0.586,0.726,0.836,0.930,1.054
51.79229,9.73268,1038,B8 V,3.760,-0.561,-0.513,-0.324,-0.106,-0.016,0.008,-0.002,0.010,-0.006,-0.029,-0.056,-0.067
52.47810,58.87875,1040,A0 Ia,4.728,0.297,0.179,0.106,0.496,0.346,0.326,0.552,0.783,0.982,1.157,1.301,1.419
52.34188,49.50895,1044,B3 IV,4.669,-0.927,-0.853,-0.561,-0.158,-0.012,-0.026,-0.030,-0.049,-0.062,-0.103,-0.167,-0.217
52.50076,55.45181,1046,A1 V,5.134,0.088,0.053,0.081,0.051,0.004,0.036,0.040,0.080,0.078,0.048,0.031,-0.342
52.64369,47.99522,1052,K3 III,4.728,2.828,2.417,2.502,1.995,0.593,0.699,1.088,1.434,1.728,1.888,2.112,2.379
52.71824,12.93668,1066,K0 II-III,4.385,1.961,1.749,1.800,1.566,0.540,0.495,0.788,1.054,1.300,1.405,1.576,1.782
52.65441,-5.07515,1070,B8 V,4.727,-0.425,-0.378,-0.345,-0.127,-0.016,-0.020,-0.034,-0.060,-0.075,-0.091,-0.126,-0.078
53.23269,-9.45826,1084,K2 V,3.967,1.054,0.951,1.232,1.097,0.337,0.496,0.765,1.008,1.221,1.301,1.426,1.597
54.12242,48.19263,1087,B5 e,4.234,-0.879,-0.842,-0.585,-0.125,0.003,-0.009,0.066,0.036,0.080,0.056,0.002,0.070
54.21826,0.40166,1101,F8 V,4.423,0.384,0.291,0.457,0.665,0.300,0.263,0.456,0.562,0.773,0.840,0.887,1.011
54.27367,-40.27455,1106,K0 III,4.861,1.606,1.375,1.501,1.325,0.487,0.560,0.824,1.064,1.315,1.430,1.629,1.941
55.73127,47.78755,1122,B5 III,3.033,-0.842,-0.774,-0.596,-0.176,-0.042,-0.020,-0.026,-0.079,-0.093,-0.114,-0.166,-0.194
56.50971,63.34505,1129,A1 + G2 III,5.001,0.812,0.717,0.752,0.894,0.410,0.433,0.718,0.954,1.207,1.299,1.488,1.659
56.07972,32.28825,1131,B1 III,3.857,-1.052,-0.989,-0.577,-0.020,0.088,0.029,0.083,0.103,0.145,0.129,0.090,0.090
55.56209,-31.93836,1134,B5 IV,4.950,-0.953,-0.888,-0.611,-0.197,-0.015,-0.065,-0.089,,,,,
56.29847,42.57855,1135,F5 II,3.889,0.727,0.583,0.384,0.478,0.211,0.223,0.390,0.505,0.660,0.705,0.783,0.884
55.81209,-9.76339,1136,K0 IV,3.764,1.259,1.155,1.332,1.157,0.380,0.464,0.753,0.935,1.149,1.238,1.365,1.545
57.30724,70.87105,1138,A2 m,5.424,0.205,0.166,0.132,0.118,0.025,0.054,0.079,0.101,0.101,0.088,0.114,0.131
56.20090,24.28947,1140,B7 IV,5.487,-0.576,-0.524,-0.351,-0.077,-0.013,0.014,-0.003,0.013,0.009,-0.010,0.011,0.044
56.21890,24.11334,1142,B6 III,3.709,-0.665,-0.609,-0.498,-0.160,-0.020,-0.013,-0.030,-0.042,-0.071,-0.046,-0.133,-0.091
55.70856,-37.31352,1143,gK2,4.901,2.182,1.934,2.097,1.586,0.501,0.613,0.925,1.204,1.452,1.578,1.778,2.032
56.29058,24.83926,1144,B8 V,5.651,-0.605,-0.556,-0.373,-0.112,0.009,0.005,-0.008,-0.043,-0.041,-0.092,-0.098,0.016
56.30207,24.46728,1145,B6 V,4.309,-0.767,-0.713,-0.496,-0.174,-0.038,0.005,-0.011,-0.035,-0.046,-0.079,-0.104,-0.107
57.58962,71.33226,1148,A3 IV,4.645,0.232,0.199,-0.006,0.037,0.038,0.054,0.084,0.096,0.115,0.136,0.165,0.136
56.45669,24.36775,1149,B7 III,3.888,-0.622,-0.599,-0.467,-0.141,-0.006,0.025,0.032,0.034,0.014,0.018,-0.022,0.008
56.47699,24.55451,1151,B8 V,5.775,-0.402,-0.367,-0.249,-0.070,-0.001,0.015,0.020,-0.026,-0.011,-0.006,-0.012,0.065
57.38033,65.52597,1155,M2 IIa,4.909,4.139,3.557,3.368,2.728,0.979,0.831,1.375,2.345,2.963,3.215,3.648,3.970
56.58156,23.94836,1156,B6 IVnn,4.184,-0.661,-0.615,-0.473,-0.080,0.000,0.012,0.053,0.033,0.064,0.045,-0.024,0.035
56.53557,-12.10159,1162,gM2,4.868,3.648,3.091,3.102,2.430,0.714,0.787,1.289,1.883,2.347,2.558,2.869,3.160
56.87115,24.10514,1165,B7 III,2.875,-0.562,-0.521,-0.499,-0.151,-0.011,-0.012,0.006,-0.007,-0.054,-0.019,-0.056,-0.058
57.08673,23.42125,1172,B8 V,5.445,-0.532,-0.494,-0.387,-0.118,-0.009,-0.003,-0.016,-0.044,-0.044,-0.063,-0.087,-0.004
